disease_id,disease_name,context_summary,domain,body_system,symptoms,urgency_classification,recommended_tests,prevalence,disease_synonyms,link,notes,TRUE,Medical Taxonomy (set of specialties/domains),Explanation,,,
115,choledocholithiasis,"Choledocholithiasis is the condition of having a gallstone (or stones) in your common bile duct. “Choledocho” is the Latin term for the common bile duct, and “lithiasis” means stones. Gallstones are pebble-like pieces of concentrated bile materials. They can develop in any place bile flows through.",Gastroenterology,,"jaundice, decreased appetite, sharp abdominal pain, side pain, vomiting",,"How is choledocholithiasis diagnosed? Gallstones in your bile duct usually aren’t discovered unless they cause symptoms. If you seek healthcare for symptoms of biliary colic or jaundice, your healthcare provider will investigate with blood tests and imaging tests. Blood tests will show the buildup of bile, and imaging will find the blockage. What tests are used to diagnose choledocholithiasis? Blood tests may include: Complete blood count (CBC). Bilirubin test . Pancreas function tests . Liver function tests . Imaging tests may include: Abdominal ultrasound . An ultrasound is a simple and noninvasive test that can give some early clues about your condition. It can reveal gallstones in your gallbladder, if there are any. It doesn’t visualize the common bile duct as well, but it can show if your duct is dilated, which indicates a blockage. It may also show shadowing where the blockage is. Endoscopic ultrasound This test combines ultrasound technology with an upper endoscopy exam for a clearer picture of your bile ducts. It involves passing a tiny lighted camera on a tube (endoscope) down your throat and into your upper gastrointestinal (GI) tract. An ultrasound probe on the end of the endoscope sends out sound waves to produce images of your biliary system. MRCP .Magnetic resonance cholangiopancreatography (MRCP) is a type of MRI that specifically visualizes the bile ducts. It’s noninvasive and creates very clear images of your biliary system, including the common bile duct. Your provider might use this test first to find a suspected gallstone there. But if they’re already pretty sure it’s there, they might go straight to an ERCP. ERCP . ERCP stands for endoscopic retrograde cholangiopancreatography. This test is a little more invasive, but it’s a useful one for finding gallstones because it can also be used to remove them. It combines X-rays and endoscopy. When the endoscope reaches the top of your small intestine, your technician slides another, smaller tube into the first one to reach farther down into your bile ducts. They inject a special dye through the tube and then take video X-rays ( fluoroscopy ) as the dye travels through your ducts. When they find stones, they can treat them. Advertisement","0.780, 0.680, 0.539, 0.532, 0.521",,https://my.clevelandclinic.org/health/diseases/24210-choledocholithiasis,,TRUE,,,,,
116,cholesteatoma,"A cholesteatoma is a growth behind your eardrum ( tympanic membrane ). It develops when dead skin cells gather behind your eardrum to form a lump or cyst that may look like a pearl. You can be born with a cholesteatoma, but it usually happens because you have a retracted eardrum or a ruptured eardrum .",ENT / Otolaryngology,,"nasal congestion, diminished hearing, pus draining from ear, muscle swelling",,"How is a cholesteatoma diagnosed? A healthcare provider will ask about your symptoms and medical history, including whether you have a history of ear infections. They’ll examine your ears with an otoscope, a device that lets them look at your eardrum. If they suspect you have a cholesteatoma, they’ll refer you to an ear, nose and throat specialist ( otolaryngologist ). Your otolaryngologist may do the following tests: Computed tomography ( CT ) scan to see if the condition is damaging your ossicles (ear bones). Hearing tests including a tympanometry test.","1.0, 0.935, 0.774, 0.516",,https://my.clevelandclinic.org/health/diseases/21535-cholesteatoma,,TRUE,,,,,
117,chondromalacia of the patella,N/A,Musculoskeletal / Orthopedics,,"knee weakness, problems with movement, knee pain, leg pain, knee swelling",,N/A,"0.792, 0.679, 0.566, 0.490, 0.490",,N/A,,FALSE,,,,,
118,chorioretinitis,"Chorioretinitis is a type of uveitis , an eye inflammation. In chorioretinitis, the inflammation affects the posterior (back parts) of your eye — your choroid and retina .",Ophthalmology,,"double vision, muscle swelling, pain in eye, diminished vision, spots or clouds in vision",,"How is chorioretinitis diagnosed? An eye care provider will be able to see your retina if they do a dilated eye exam. They’ll give you eye drops to make your eyes wider (dilate) so they can see all the way to the back of your eye. Sometimes, providers can see chorioretinal scars, or pieces of tissue or patches of color at the back of your eye. What tests will be done to diagnose chorioretinitis? In addition to the eye exam, your provider may do the following tests: Lab tests on material swabbed from your eye . These tests can help identify infections. Optical coherence tomography . This is an imaging test using reflected light to take pictures of the back of your eye. Fluorescein angiography . This test lets your provider see the blood vessels at the back of your eye. Indocyanine green (ICG) angiography . This imaging test lets your provider see the blood vessels of the choroid, the layer under your retina. If you have another condition that is causing chorioretinitis, your provider might order additional tests.","0.802, 0.802, 0.723, 0.592, 0.552",,https://my.clevelandclinic.org/health/diseases/25138-chorioretinitis,,TRUE,,,,,
119,chronic back pain,N/A,Musculoskeletal / Orthopedics,,"back cramps or spasms, side pain, low back pain, hip pain, neck pain",,N/A,"0.676, 0.528, 0.522, 0.511, 0.509",,N/A,,FALSE,,,,,
120,chronic constipation,N/A,Gastroenterology,,"retention of urine, lower abdominal pain, vomiting, constipation, pain of the anus",,N/A,"0.652, 0.529, 0.518, 0.516, 0.511",,N/A,,FALSE,,,,,
121,chronic glaucoma,N/A,Ophthalmology,,"itchiness of eye, white discharge from eye, spots or clouds in vision, pain in eye, diminished vision",,N/A,"0.682, 0.654, 0.519, 0.513, 0.502",,N/A,,FALSE,,,,,
122,chronic inflammatory demyelinating polyneuropathy (cidp),N/A,Neurology,,"dizziness, problems with movement, weakness, loss of sensation, diseases",,N/A,"1.000, 0.833, 0.611, 0.611",,N/A,,FALSE,,,,,
123,chronic kidney disease,"Chronic kidney disease (CKD and chronic renal disease) means that there’s damage to your kidneys and they aren’t working as well as they should. Your kidneys are like a filter in your body — filtering out wastes, toxins and extra water from your blood. They also help with other functions like bone and red blood cell health. When your kidneys begin to lose their function, they can’t filter waste, which means the waste builds up in your blood.",Nephrology,,"fatigue, feeling cold, peripheral edema, symptoms of the kidneys, shortness of breath",,"How is kidney disease diagnosed? First, your healthcare provider will take your medical history, conduct a physical exam, ask about any medications you’re currently taking and ask about any symptoms you’ve noticed. Advertisement Your healthcare provider will order blood and urine tests to check kidney function. Specifically, the blood tests will check: Your glomerular filtration rate (GFR). This describes how efficiently your kidneys are filtering blood — how many milliliters per minute your kidneys are filtering. Your GFR is used to determine the stage of your kidney disease. Your serum creatinine level , which tells how well your kidneys are removing this waste product. Creatinine is a waste product from muscle metabolism and is normally excreted in your pee. A high creatinine level in your blood means that your kidneys aren’t functioning well enough to get rid of it in your pee. Urine tests will look for protein (albumin) and blood in your pee. Well-functioning kidneys shouldn’t contain either. Other tests may include imaging tests to look for problems with the size and structure of your kidneys — such as ultrasound , magnetic resonance imaging (MRI) and/or computerized tomography (CT) scans. Your healthcare provider may also order a kidney biopsy to check for a specific type of kidney disease or to determine the amount of kidney damage.","0.8, 0.7, 0.6, 0.5, 0.4",,https://my.clevelandclinic.org/health/diseases/15096-chronic-kidney-disease,,TRUE,,,,,
124,chronic knee pain,N/A,Musculoskeletal / Orthopedics,,"knee pain, leg pain, back pain, knee swelling, knee weakness",,N/A,"0.566, 0.560, 0.560, 0.533, 0.520",,N/A,,FALSE,,,,,
125,chronic obstructive pulmonary disease (copd),"“Chronic obstructive pulmonary disease” (COPD) is a term for certain types of irreversible lung and airway damage that block (obstruct) your airways and make it hard to breathe. If you’re diagnosed with either emphysema or chronic bronchitis , you have COPD.",Respiratory / Pulmonology,,"sharp chest pain, coryza, coughing up sputum, cough, nasal congestion",,"How is chronic obstructive pulmonary disease (COPD) diagnosed? To diagnose COPD, a provider will perform an exam and ask you about your health history. They’ll test how well your lungs work and might get images of your lungs. They may ask you questions like: Do you smoke or have you ever smoked? Have you had long-term exposure to dust or air pollutants? Do other members of your family have COPD, other lung conditions or liver disease? Do you get short of breath with exercise? When resting? Have you been coughing or wheezing for a long time? Do you cough up phlegm? What tests do healthcare providers use to diagnose COPD? Your provider might use the following tests to help diagnose COPD: Pulmonary function tests . Providers can use spirometry and other tests to see how well your lungs are working. Pulse oximetry. This test uses a device on your finger to measure oxygen levels in your blood. Imaging tests. Chest X-rays or CT scans can look for lung changes caused by COPD. Arterial blood gas test . This is a blood test that checks your oxygen and carbon dioxide levels. Exercise testing. Your provider uses this to determine if the oxygen level in your blood drops when you exercise. Electrocardiogram (ECG or EKG) . This test checks heart function and rules out heart disease as a cause of shortness of breath. Blood tests . Your provider may check your levels of the protein AAT to see if you might have Alpha-1 antitrypsin deficiency. Genetic testing . If your provider thinks a genetic condition could be causing your lung issues, they may check for genetic changes with a blood test. Advertisement What are the stages of COPD? Your provider can stage COPD based on your forced expiratory volume in one second (FEV 1 ) results. FEV 1 is the amount of air you can breathe out in one second, and it can tell your provider how blocked your airways are. Your provider measures FEV 1 with spirometry. COPD stages based on severity are: Stage 1: FEV 1 is 80 or above. Stage 2: FEV 1 is between 50 and 79. Stage 3: FEV 1 is between 30 and 49. Stage 4: FEV 1 is less than 30. Your provider can also evaluate your symptoms and your risk for exacerbation using groupings with the letters A, B and E: A: You have mild symptoms and a low risk for exacerbations. B: You have more severe symptoms and a low risk for exacerbations. E: You have a high risk for exacerbations. Your stage isn’t directly related to your symptoms — for instance, you could be in stage 3 or 4 but still have mild symptoms. Your provider can use your stage, symptoms and number of exacerbations to guide your treatment.","0.693, 0.533, 0.526, 0.525, 0.520",,https://my.clevelandclinic.org/health/diseases/8709-chronic-obstructive-pulmonary-disease-copd,,TRUE,,,,,
